park1,park2,activity similariy,crowdedness similarity Jan,crowdedness similarity Feb,crowdedness similarity Mar,crowdedness similarity Apr,crowdedness similarity May,crowdedness similarity Jun,crowdedness similarity Jul,crowdedness similarity Aug,crowdedness similarity Sep,crowdedness similarity Oct,crowdedness similarity Nov,crowdedness similarity Dec
Crater Lake NP,Isle Royale NP,0.7518,0.8967,0.9985,0.9572,0.9365,0.9119,0.8899,0.7263,0.9719,0.9492,0.8874,0.9407,0.9952
Crater Lake NP,Joshua Tree NP,0.6687,0.4156,0.7601,0.6589,0.4510,0.8082,0.8951,0.8717,0.9725,0.8957,0.5751,0.6670,0.7049
Crater Lake NP,Katmai NP & PRES,0.4729,0.1480,0.9431,0.3227,0.1829,0.3531,0.5242,0.3000,0.9372,0.8221,0.1862,0.2375,0.8475
Crater Lake NP,Kenai Fjords NP,0.7298,0.1921,0.9881,0.6471,0.3154,0.6817,0.8748,0.7357,0.9795,0.9420,0.4114,0.4707,0.9648
Crater Lake NP,Kings Canyon NP,0.6994,0.6580,0.9400,0.6717,0.6825,0.7980,0.7079,0.2751,0.8566,0.8479,0.6176,0.6871,0.8582
Crater Lake NP,Kobuk Valley NP,0.6287,0.2823,0.9897,0.7156,0.4626,0.6926,0.8662,0.5706,0.9739,0.9301,0.6150,0.5466,0.9699
Crater Lake NP,Lake Clark NP & PRES,0.8132,0.0594,0.9562,0.3040,0.1050,0.3411,0.5618,0.3069,0.9480,0.8529,0.1239,0.1831,0.8771
Crater Lake NP,Lassen Volcanic NP,0.8891,0.8176,0.9953,0.8855,0.8316,0.9024,0.8434,0.4238,0.9491,0.9329,0.6689,0.8508,0.9850
Crater Lake NP,Mammoth Cave NP,0.5275,0.9666,0.9992,0.9046,0.7078,0.8775,0.9332,0.6744,0.9868,0.9677,0.7669,0.9176,0.9974
Crater Lake NP,Mesa Verde NP,0.5160,0.9053,0.9980,0.9503,0.7987,0.8202,0.8148,0.6382,0.9813,0.9438,0.7997,0.9385,0.9924
Crater Lake NP,Mount Rainier NP,0.5658,0.9305,0.9679,0.8823,0.9191,0.9243,0.8753,0.5713,0.8861,0.9313,0.6378,0.9033,0.9291
Crater Lake NP,National Park of American Samoa,0.4256,0.3488,0.9888,0.6821,0.3289,0.6797,0.8630,0.5766,0.9733,0.9291,0.2039,0.5075,0.9667
Crater Lake NP,North Cascades NP,0.5205,0.9430,0.9961,0.9510,0.9722,0.9409,0.9015,0.7833,0.9659,0.9449,0.8950,0.9612,0.9881
Crater Lake NP,Olympic NP,0.8002,0.8414,0.8345,0.8079,0.8264,0.8834,0.8289,0.6907,0.7861,0.7965,0.7903,0.8038,0.7133
Crater Lake NP,Petrified Forest NP,0.7298,0.4022,0.9892,0.6907,0.3656,0.7094,0.8968,0.7736,0.9828,0.9519,0.6164,0.5705,0.9691
Crater Lake NP,Pinnacles NP,0.4865,0.9509,0.9976,0.9458,0.9181,0.9639,0.9730,0.8630,0.9825,0.9564,0.9933,0.9655,0.9916
Crater Lake NP,Redwood NP,0.6621,0.9728,0.9978,0.9736,0.9703,0.9770,0.9654,0.9025,0.9868,0.9653,0.9469,0.9751,0.9919
Crater Lake NP,Rocky Mountain NP,0.8355,0.8040,0.9156,0.8798,0.8486,0.8534,0.9008,0.7371,0.9103,0.8443,0.8766,0.8199,0.8367
Crater Lake NP,Saguaro NP,0.5898,0.4129,0.9723,0.7102,0.4756,0.7555,0.8712,0.7051,0.9808,0.9443,0.6576,0.6096,0.9680
Crater Lake NP,Sequoia NP,0.6994,0.9923,0.8676,0.9029,0.9382,0.8545,0.7596,0.6220,0.4421,0.4575,0.8501,0.8971,0.7613
Crater Lake NP,Shenandoah NP,0.6461,0.8488,0.8936,0.7820,0.8568,0.8887,0.7794,0.7057,0.8907,0.8262,0.7053,0.8687,0.8194
Crater Lake NP,Theodore Roosevelt NP,0.7080,0.8915,0.9978,0.9429,0.8970,0.8759,0.8981,0.8468,0.9914,0.9749,0.9217,0.9237,0.9927
Crater Lake NP,Virgin Islands NP,0.8076,0.2752,0.7009,0.5289,0.3666,0.7066,0.8827,0.6245,0.9761,0.9358,0.5959,0.4316,0.9517
Crater Lake NP,Voyageurs NP,0.9100,0.9188,0.9973,0.9475,0.9230,0.7748,0.6466,0.6188,0.9596,0.9525,0.8573,0.9249,0.9922
Crater Lake NP,Wind Cave NP,0.5783,0.8369,0.9936,0.8331,0.6516,0.8351,0.9352,0.8585,0.9884,0.9663,0.8927,0.8234,0.9800
Crater Lake NP,Wrangell-St. Elias NP & PRES,0.7113,0.0737,0.7467,0.1433,0.0883,0.1638,0.2530,0.1567,0.7707,0.5320,0.0877,0.1085,0.5351
Crater Lake NP,Yellowstone NP,0.8132,0.9581,0.6768,0.8035,0.9599,0.8607,0.7809,0.8487,0.7260,0.6477,0.9147,0.8588,0.5746
Crater Lake NP,Yosemite NP,0.8645,0.8000,0.7089,0.7749,0.6914,0.8490,0.7305,0.8606,0.7352,0.2937,0.6119,0.8189,0.4363
Crater Lake NP,Zion NP,0.5560,0.5868,0.9531,0.7494,0.4304,0.6937,0.9038,0.6915,0.9615,0.8646,0.5529,0.6609,0.8877
Cuyahoga Valley NP,Acadia NP,0.6940,0.2557,0.9325,0.4367,0.1077,0.7586,0.7418,0.6091,0.8113,0.7088,0.8591,0.4031,0.8320
Cuyahoga Valley NP,Arches NP,0.4385,0.7924,0.9954,0.7667,0.7628,0.6971,0.9129,0.9727,0.9936,0.9813,0.6828,0.7635,0.9887
Cuyahoga Valley NP,Badlands NP,0.4003,0.5615,0.9917,0.8811,0.6823,0.8248,0.9715,0.9355,0.9963,0.9800,0.7899,0.6634,0.9738
Cuyahoga Valley NP,Big Bend NP,0.3345,0.2155,0.9074,0.5114,0.3338,0.5333,0.7173,0.4320,0.9690,0.9175,0.5065,0.5593,0.3839
Cuyahoga Valley NP,Biscayne NP,0.3145,0.8813,0.9946,0.9545,0.8936,0.6109,0.9347,0.7118,0.9866,0.9641,0.8774,0.7775,0.9823
Cuyahoga Valley NP,Black Canyon of the Gunnison NP,0.3203,0.4531,0.9899,0.8157,0.4368,0.5699,0.8317,0.4505,0.9777,0.9534,0.7323,0.6897,0.9683
Cuyahoga Valley NP,Bryce Canyon NP,0.5854,0.7579,0.9921,0.9397,0.9134,0.9553,0.9156,0.8604,0.9925,0.9057,0.7529,0.7690,0.9765
Cuyahoga Valley NP,Canyonlands NP,0.4804,0.2974,0.9509,0.6159,0.3880,0.5459,0.6076,0.5343,0.9487,0.9193,0.3775,0.5363,0.8649
Cuyahoga Valley NP,Capitol Reef NP,0.3922,0.4905,0.9937,0.8163,0.8872,0.7822,0.9304,0.6981,0.9878,0.9663,0.6884,0.7118,0.9747
Cuyahoga Valley NP,Carlsbad Caverns NP,0.2631,0.9636,0.9942,0.9835,0.9094,0.7759,0.9523,0.7953,0.9863,0.9625,0.9778,0.6514,0.9730
Cuyahoga Valley NP,Channel Islands NP,0.4160,0.6331,0.9919,0.8237,0.6920,0.6144,0.8497,0.6064,0.9815,0.9526,0.5919,0.6677,0.9654
Cuyahoga Valley NP,Congaree NP,0.5013,0.6995,0.9927,0.9500,0.7466,0.5970,0.9126,0.4955,0.9835,0.9559,0.8961,0.6941,0.9793
Cuyahoga Valley NP,Crater Lake NP,0.6940,0.3728,0.9848,0.6930,0.3222,0.5321,0.8963,0.7597,0.9927,0.9785,0.6359,0.5163,0.9436
Cuyahoga Valley NP,Cuyahoga Valley NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Cuyahoga Valley NP,Death Valley NP,0.3706,0.3008,0.6163,0.4934,0.4793,0.6141,0.5128,0.4150,0.9193,0.7901,0.5944,0.4677,0.5181
Cuyahoga Valley NP,Denali NP & PRES,0.5729,0.0314,0.8530,0.2080,0.0627,0.3023,0.4483,0.3411,0.8814,0.7077,0.0858,0.1087,0.6765
Cuyahoga Valley NP,Dry Tortugas NP,0.4003,0.6047,0.9916,0.9084,0.5851,0.4386,0.8990,0.4493,0.9815,0.9489,0.8498,0.6302,0.9731
Cuyahoga Valley NP,Everglades NP,0.4297,0.6899,0.7560,0.4474,0.7241,0.5571,0.7508,0.4071,0.9727,0.8953,0.4722,0.6035,0.9476
Cuyahoga Valley NP,Gates of the Arctic NP & PRES,0.3145,0.0058,0.6010,0.0842,0.0196,0.0436,0.1548,0.0604,0.6401,0.3948,0.0314,0.0408,0.3860
Cuyahoga Valley NP,Gateway Arch NP,0.2774,0.9333,0.9972,0.9713,0.9736,0.9851,0.9885,0.9416,0.9982,0.9876,0.9773,0.9605,0.9952
Cuyahoga Valley NP,Glacier Bay NP & PRES,0.6656,0.0168,0.9496,0.3357,0.1010,0.6122,0.6877,0.4806,0.9607,0.8466,0.1374,0.1630,0.8601
Cuyahoga Valley NP,Glacier NP,0.6656,0.2383,0.7884,0.3306,0.2227,0.5979,0.6632,0.6952,0.7997,0.6478,0.3414,0.2984,0.6170
Cuyahoga Valley NP,Grand Canyon NP,0.5090,0.5793,0.9480,0.6876,0.6103,0.6950,0.7340,0.7175,0.8411,0.8826,0.5680,0.5721,0.8566
Cuyahoga Valley NP,Grand Teton NP,0.7687,0.3599,0.8277,0.3803,0.2755,0.5776,0.7464,0.7837,0.8422,0.7842,0.4489,0.2776,0.6607
Cuyahoga Valley NP,Great Basin NP,0.4961,0.1611,0.9891,0.8449,0.5450,0.4341,0.7959,0.3671,0.9704,0.9396,0.3921,0.4573,0.9649
Cuyahoga Valley NP,Great Sand Dunes NP & PRES,0.6228,0.1801,0.9895,0.3074,0.1868,0.5445,0.8046,0.4017,0.9856,0.9676,0.4769,0.3368,0.9680
Cuyahoga Valley NP,Great Smoky Mountains NP,0.3706,0.7453,0.8205,0.8539,0.7938,0.8723,0.8271,0.7986,0.7787,0.6591,0.7438,0.8646,0.7883
Cuyahoga Valley NP,Guadalupe Mountains NP,0.2774,0.4265,0.9919,0.9727,0.4941,0.4799,0.8840,0.5284,0.9831,0.9549,0.5955,0.6899,0.9743
Cuyahoga Valley NP,Haleakala NP,0.3397,0.9658,0.9977,0.9864,0.9362,0.8688,0.9658,0.8566,0.9902,0.9780,0.9786,0.9665,0.9957
Cuyahoga Valley NP,Hawaii Volcanoes NP,0.4385,0.9391,0.9896,0.9793,0.9563,0.8279,0.3777,0.9233,0.8617,0.9792,0.9621,0.9736,0.9954
Cuyahoga Valley NP,Hot Springs NP,0.2774,0.7007,0.9966,0.9235,0.9864,0.8349,0.9414,0.9344,0.9968,0.9852,0.9196,0.8573,0.9573
Cuyahoga Valley NP,Indiana Dunes NP,0.7687,0.9756,0.9964,0.9775,0.9689,0.8957,0.9814,0.9479,0.9835,0.8865,0.9487,0.7994,0.9933
Cuyahoga Valley NP,Isle Royale NP,0.6154,0.0523,0.9813,0.5794,0.1654,0.2909,0.7188,0.3795,0.9599,0.9245,0.2720,0.3189,0.9429
Cuyahoga Valley NP,Joshua Tree NP,0.3706,0.6551,0.7638,0.5880,0.6531,0.6540,0.6998,0.7216,0.9484,0.8267,0.3793,0.6405,0.6659
Cuyahoga Valley NP,Katmai NP & PRES,0.2097,0.0102,0.9384,0.2971,0.0652,0.1475,0.4898,0.1933,0.9392,0.8244,0.1090,0.1399,0.8337
Cuyahoga Valley NP,Kenai Fjords NP,0.5547,0.0303,0.9888,0.7853,0.2538,0.5049,0.9222,0.7959,0.9860,0.9597,0.4857,0.4542,0.9647
Cuyahoga Valley NP,Kings Canyon NP,0.4961,0.3594,0.9281,0.4903,0.4265,0.5691,0.5933,0.2323,0.8512,0.8284,0.4751,0.5468,0.8256
Cuyahoga Valley NP,Kobuk Valley NP,0.5854,0.1063,0.9910,0.9059,0.4618,0.3864,0.8923,0.4347,0.9816,0.9504,0.8176,0.5919,0.9700
Cuyahoga Valley NP,Lake Clark NP & PRES,0.6999,0.0113,0.9564,0.3599,0.0797,0.1768,0.5633,0.2165,0.9537,0.8675,0.1330,0.1684,0.8765
Cuyahoga Valley NP,Lassen Volcanic NP,0.6504,0.3896,0.9873,0.7183,0.4281,0.5566,0.7547,0.3876,0.9378,0.9190,0.3909,0.5523,0.9603
Cuyahoga Valley NP,Mammoth Cave NP,0.5262,0.3151,0.9887,0.8615,0.5743,0.5820,0.8395,0.5356,0.9804,0.9512,0.5163,0.6022,0.9624
Cuyahoga Valley NP,Mesa Verde NP,0.3922,0.1514,0.9805,0.6914,0.4089,0.5251,0.6859,0.4501,0.9679,0.9114,0.4137,0.4047,0.9444
Cuyahoga Valley NP,Mount Rainier NP,0.5854,0.3707,0.9324,0.4889,0.2980,0.5576,0.6825,0.4745,0.8529,0.8819,0.3704,0.5171,0.8414
Cuyahoga Valley NP,National Park of American Samoa,0.2265,0.7358,0.9910,0.9153,0.2235,0.4395,0.9029,0.4743,0.9812,0.9498,0.1171,0.5949,0.9726
Cuyahoga Valley NP,North Cascades NP,0.3846,0.0889,0.9688,0.4665,0.1532,0.2479,0.6388,0.3796,0.9476,0.9031,0.2370,0.2866,0.9089
Cuyahoga Valley NP,Olympic NP,0.6504,0.5350,0.8012,0.5028,0.4316,0.6412,0.6541,0.5534,0.7420,0.7366,0.4039,0.4409,0.6297
Cuyahoga Valley NP,Petrified Forest NP,0.4160,0.9652,0.9956,0.9549,0.9167,0.8179,0.9732,0.8780,0.9903,0.9736,0.9756,0.8731,0.9755
Cuyahoga Valley NP,Pinnacles NP,0.1849,0.6069,0.9925,0.8714,0.6360,0.5497,0.8719,0.5178,0.9824,0.9506,0.5984,0.6319,0.9747
Cuyahoga Valley NP,Redwood NP,0.5604,0.3661,0.9775,0.5767,0.3903,0.4327,0.7614,0.4858,0.9742,0.9242,0.3814,0.4101,0.9372
Cuyahoga Valley NP,Rocky Mountain NP,0.7191,0.7346,0.8900,0.7207,0.5717,0.7724,0.8186,0.7372,0.8817,0.7956,0.6830,0.6365,0.7977
Cuyahoga Valley NP,Saguaro NP,0.2942,0.9895,0.9955,0.9840,0.9083,0.6868,0.8850,0.6767,0.9880,0.9644,0.7486,0.9000,0.9761
Cuyahoga Valley NP,Sequoia NP,0.4961,0.3309,0.7998,0.4012,0.3797,0.5111,0.4847,0.3185,0.3568,0.3649,0.3541,0.3998,0.6295
Cuyahoga Valley NP,Shenandoah NP,0.3581,0.3068,0.8526,0.3852,0.3818,0.5403,0.5767,0.4772,0.8585,0.7647,0.4703,0.6656,0.7261
Cuyahoga Valley NP,Theodore Roosevelt NP,0.7399,0.3145,0.9904,0.8003,0.5138,0.5818,0.8420,0.8714,0.9898,0.9715,0.7761,0.6734,0.9680
Cuyahoga Valley NP,Virgin Islands NP,0.5013,0.9241,0.6278,0.4822,0.8398,0.5548,0.9361,0.5380,0.9839,0.9562,0.9202,0.9367,0.9922
Cuyahoga Valley NP,Voyageurs NP,0.7263,0.1997,0.9885,0.7424,0.2184,0.4222,0.5344,0.4255,0.9508,0.9436,0.4151,0.4133,0.9591
Cuyahoga Valley NP,Wind Cave NP,0.3077,0.7681,0.9934,0.9399,0.8379,0.7230,0.9585,0.8531,0.9922,0.9756,0.8563,0.7105,0.9775
Cuyahoga Valley NP,Wrangell-St. Elias NP & PRES,0.4730,0.0131,0.7429,0.1289,0.0344,0.0895,0.2380,0.1022,0.7726,0.5327,0.0539,0.0670,0.5260
Cuyahoga Valley NP,Yellowstone NP,0.6363,0.2049,0.5884,0.2336,0.1738,0.6382,0.5591,0.5681,0.6627,0.5233,0.3762,0.1936,0.4009
Cuyahoga Valley NP,Yosemite NP,0.6658,0.5260,0.6807,0.5719,0.4080,0.6089,0.5753,0.6428,0.6876,0.2068,0.3648,0.6258,0.3174
Cuyahoga Valley NP,Zion NP,0.2774,0.8739,0.9669,0.9019,0.8427,0.9436,0.8964,0.7618,0.9487,0.8437,0.6183,0.6415,0.9243
Death Valley NP,Acadia NP,0.5573,0.4609,0.6522,0.5618,0.7963,0.8945,0.6649,0.4509,0.8171,0.7351,0.8911,0.5045,0.5934
Death Valley NP,Arches NP,0.8452,0.6577,0.6672,0.8951,0.7071,0.6222,0.6014,0.5613,0.9313,0.8174,0.7752,0.8685,0.5748
Death Valley NP,Badlands NP,0.9258,0.6165,0.6218,0.6834,0.8987,0.7858,0.5922,0.5057,0.9287,0.8152,0.8956,0.8593,0.5398
Death Valley NP,Big Bend NP,0.8058,0.5280,0.8570,0.6387,0.7988,0.8477,0.8663,0.8210,0.9575,0.8999,0.7965,0.7593,0.6697
Death Valley NP,Biscayne NP,0.4041,0.5229,0.6352,0.5757,0.7075,0.6603,0.5684,0.5038,0.9148,0.7808,0.7959,0.8170,0.5350
Death Valley NP,Black Canyon of the Gunnison NP,0.3086,0.5827,0.6228,0.7154,0.9103,0.6334,0.6217,0.4550,0.9195,0.8041,0.8877,0.7580,0.5421
Death Valley NP,Bryce Canyon NP,0.6447,0.5627,0.6383,0.5906,0.7226,0.6981,0.5764,0.4447,0.9387,0.7743,0.8048,0.7846,0.6049
Death Valley NP,Canyonlands NP,0.6944,0.3329,0.6346,0.3935,0.5074,0.6097,0.6503,0.6184,0.9309,0.8475,0.4535,0.4716,0.5304
Death Valley NP,Capitol Reef NP,0.8189,0.5719,0.6401,0.8487,0.6921,0.6470,0.6762,0.5775,0.9360,0.8368,0.8155,0.8326,0.5972
Death Valley NP,Carlsbad Caverns NP,0.6761,0.4828,0.6099,0.4908,0.5926,0.5952,0.4823,0.3492,0.9051,0.7515,0.6296,0.8864,0.5114
Death Valley NP,Channel Islands NP,0.6682,0.5334,0.6231,0.5772,0.7732,0.8081,0.6499,0.5714,0.9258,0.8114,0.7373,0.7188,0.5328
Death Valley NP,Congaree NP,0.6901,0.6440,0.6122,0.6284,0.8040,0.6220,0.5454,0.4086,0.9092,0.7656,0.8333,0.8917,0.5201
Death Valley NP,Crater Lake NP,0.6687,0.5201,0.6350,0.6763,0.9105,0.9378,0.8037,0.8200,0.9510,0.8780,0.9174,0.6843,0.5617
Death Valley NP,Cuyahoga Valley NP,0.3706,0.3008,0.6163,0.4934,0.4793,0.6141,0.5128,0.4150,0.9193,0.7901,0.5944,0.4677,0.5181
Death Valley NP,Death Valley NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Death Valley NP,Denali NP & PRES,0.6901,0.2250,0.5815,0.3165,0.4247,0.5086,0.5355,0.5049,0.8972,0.7630,0.4105,0.2756,0.4618
Death Valley NP,Dry Tortugas NP,0.5401,0.7190,0.6069,0.6190,0.6173,0.4683,0.4733,0.2668,0.9015,0.7427,0.6775,0.8743,0.5207
Death Valley NP,Everglades NP,0.7591,0.7219,0.5963,0.8699,0.8513,0.9664,0.9149,0.9433,0.9707,0.9273,0.8860,0.5529,0.5893
Death Valley NP,Gates of the Arctic NP & PRES,0.2020,0.1100,0.4149,0.1525,0.2082,0.2400,0.2910,0.2576,0.6630,0.4497,0.2013,0.1331,0.2713
Death Valley NP,Gateway Arch NP,0.5345,0.5384,0.6107,0.3908,0.4562,0.5636,0.4526,0.2733,0.9096,0.7600,0.5426,0.5199,0.5091
Death Valley NP,Glacier Bay NP & PRES,0.6949,0.1714,0.6030,0.3458,0.3354,0.5630,0.5152,0.4184,0.9107,0.7476,0.3188,0.3254,0.4958
Death Valley NP,Glacier NP,0.6949,0.4351,0.6183,0.4795,0.8101,0.9718,0.7874,0.5846,0.8612,0.8461,0.8590,0.4167,0.5446
Death Valley NP,Grand Canyon NP,0.8584,0.2906,0.6277,0.5280,0.5710,0.5717,0.5748,0.4795,0.8444,0.8064,0.5662,0.2765,0.5317
Death Valley NP,Grand Teton NP,0.5698,0.4603,0.6335,0.5104,0.8301,0.9444,0.9150,0.8305,0.9353,0.9534,0.8624,0.4176,0.5577
Death Valley NP,Great Basin NP,0.7171,0.6255,0.6417,0.8056,0.8351,0.7171,0.6465,0.4080,0.9220,0.8241,0.8820,0.9600,0.5791
Death Valley NP,Great Sand Dunes NP & PRES,0.7092,0.5740,0.6188,0.7059,0.7620,0.6077,0.5962,0.4230,0.9227,0.8079,0.8017,0.8906,0.5372
Death Valley NP,Great Smoky Mountains NP,0.7857,0.4349,0.6054,0.5494,0.7645,0.8309,0.7824,0.6691,0.8608,0.7492,0.8456,0.4073,0.5338
Death Valley NP,Guadalupe Mountains NP,0.8018,0.8116,0.6676,0.5742,0.8731,0.7000,0.6812,0.6288,0.9241,0.8101,0.8371,0.7979,0.4452
Death Valley NP,Haleakala NP,0.5455,0.3589,0.6398,0.4997,0.5515,0.6387,0.5109,0.4030,0.9108,0.7694,0.6008,0.5656,0.5227
Death Valley NP,Hawaii Volcanoes NP,0.7606,0.2896,0.6173,0.4467,0.5528,0.7655,0.5304,0.3225,0.8255,0.7739,0.7080,0.4585,0.5273
Death Valley NP,Hot Springs NP,0.5345,0.7294,0.5852,0.7242,0.4798,0.6477,0.5311,0.4360,0.9160,0.7859,0.6768,0.7648,0.6494
Death Valley NP,Indiana Dunes NP,0.6268,0.3470,0.6183,0.4726,0.6204,0.6923,0.5439,0.3973,0.9067,0.7462,0.6142,0.8300,0.5244
Death Valley NP,Isle Royale NP,0.5189,0.4592,0.6337,0.6755,0.8455,0.7944,0.8370,0.5658,0.9286,0.8521,0.8250,0.6748,0.5656
Death Valley NP,Joshua Tree NP,0.8571,0.8546,0.9345,0.7262,0.6987,0.7358,0.9269,0.8832,0.9853,0.9388,0.6549,0.8199,0.8313
Death Valley NP,Katmai NP & PRES,0.4041,0.1739,0.6006,0.3307,0.3304,0.4064,0.4929,0.3820,0.9009,0.7471,0.3199,0.3072,0.4889
Death Valley NP,Kenai Fjords NP,0.5345,0.3315,0.6113,0.6226,0.5530,0.5654,0.5223,0.4208,0.9108,0.7676,0.5601,0.7506,0.5168
Death Valley NP,Kings Canyon NP,0.7171,0.3996,0.6446,0.4764,0.7481,0.7404,0.6973,0.3230,0.8701,0.8667,0.7370,0.5238,0.6019
Death Valley NP,Kobuk Valley NP,0.4835,0.2558,0.6095,0.6656,0.7093,0.4880,0.5072,0.3230,0.9045,0.7524,0.7467,0.8319,0.5118
Death Valley NP,Lake Clark NP & PRES,0.5518,0.1478,0.6012,0.3406,0.2821,0.3676,0.4530,0.3109,0.8979,0.7376,0.2730,0.3257,0.4910
Death Valley NP,Lassen Volcanic NP,0.7407,0.4741,0.6390,0.6326,0.8206,0.8241,0.6792,0.3530,0.9024,0.8364,0.8132,0.6584,0.5659
Death Valley NP,Mammoth Cave NP,0.4226,0.5177,0.6310,0.4988,0.8996,0.7414,0.7086,0.5612,0.9360,0.8486,0.8475,0.8771,0.5612
Death Valley NP,Mesa Verde NP,0.6614,0.4549,0.6329,0.6388,0.8796,0.7136,0.6369,0.5436,0.9358,0.8498,0.8355,0.6457,0.5629
Death Valley NP,Mount Rainier NP,0.5641,0.4478,0.6418,0.5012,0.8147,0.9403,0.8324,0.4450,0.8760,0.9491,0.5879,0.4750,0.5780
Death Valley NP,National Park of American Samoa,0.3273,0.7563,0.6075,0.6304,0.5526,0.4549,0.4634,0.2524,0.9001,0.7401,0.5087,0.8811,0.5092
Death Valley NP,North Cascades NP,0.6671,0.4500,0.6450,0.6224,0.8422,0.8779,0.8905,0.6969,0.9440,0.9000,0.8161,0.5793,0.5864
Death Valley NP,Olympic NP,0.5128,0.4711,0.6523,0.5313,0.8470,0.9061,0.8293,0.6156,0.8010,0.9130,0.8026,0.4230,0.5509
Death Valley NP,Petrified Forest NP,0.9354,0.4135,0.6110,0.5039,0.5461,0.6143,0.4926,0.3831,0.9091,0.7624,0.6051,0.7670,0.5056
Death Valley NP,Pinnacles NP,0.5345,0.5705,0.6267,0.6864,0.9281,0.8348,0.7416,0.7393,0.9304,0.8268,0.9279,0.8033,0.5494
Death Valley NP,Redwood NP,0.7715,0.5000,0.6457,0.6353,0.8813,0.9144,0.8690,0.8707,0.9585,0.9024,0.8532,0.6061,0.5770
Death Valley NP,Rocky Mountain NP,0.6929,0.4441,0.6338,0.5420,0.8210,0.9154,0.7488,0.5812,0.9117,0.8426,0.9022,0.4399,0.5679
Death Valley NP,Saguaro NP,0.7559,0.2984,0.6143,0.4778,0.6125,0.7108,0.6433,0.5824,0.9253,0.8093,0.6496,0.5106,0.5335
Death Valley NP,Sequoia NP,0.7171,0.5068,0.6474,0.5182,0.8688,0.9093,0.8377,0.6774,0.5370,0.6013,0.9290,0.4649,0.6015
Death Valley NP,Shenandoah NP,0.8281,0.4026,0.6239,0.4683,0.8432,0.8489,0.8286,0.7575,0.9316,0.9261,0.8398,0.5156,0.5445
Death Valley NP,Theodore Roosevelt NP,0.6482,0.5131,0.6306,0.7084,0.9216,0.7291,0.6688,0.6304,0.9396,0.8553,0.9003,0.7351,0.5579
Death Valley NP,Virgin Islands NP,0.4830,0.2724,0.3843,0.7185,0.5816,0.5127,0.4732,0.2805,0.9026,0.7453,0.6716,0.5134,0.5128
Death Valley NP,Voyageurs NP,0.5832,0.5167,0.6260,0.7007,0.8578,0.6572,0.4181,0.3477,0.8997,0.8164,0.7881,0.7750,0.5481
Death Valley NP,Wind Cave NP,0.8154,0.6300,0.6170,0.6471,0.8111,0.7060,0.5683,0.5117,0.9199,0.7929,0.8544,0.8461,0.5292
Death Valley NP,Wrangell-St. Elias NP & PRES,0.6268,0.1240,0.4970,0.1879,0.2362,0.2895,0.3432,0.2914,0.7758,0.5540,0.2289,0.1659,0.3435
Death Valley NP,Yellowstone NP,0.7358,0.4436,0.5476,0.4628,0.8182,0.9419,0.8427,0.7970,0.8329,0.7899,0.9134,0.3240,0.4772
Death Valley NP,Yosemite NP,0.7582,0.5953,0.7912,0.8835,0.8695,0.8052,0.6813,0.6690,0.7986,0.4930,0.7706,0.7754,0.6882
Death Valley NP,Zion NP,0.8018,0.6389,0.7436,0.7312,0.6826,0.7072,0.6277,0.4653,0.9176,0.7496,0.6884,0.9591,0.7414
Denali NP & PRES,Acadia NP,0.6461,0.2720,0.8486,0.3220,0.2745,0.4495,0.4116,0.5584,0.7806,0.5676,0.1905,0.2923,0.6768
Denali NP & PRES,Arches NP,0.7348,0.1200,0.8586,0.2080,0.1027,0.4966,0.4220,0.4080,0.8808,0.7154,0.1146,0.1574,0.6929
Denali NP & PRES,Badlands NP,0.5963,0.3847,0.8711,0.3601,0.3525,0.5435,0.5321,0.5028,0.8952,0.7475,0.3170,0.3573,0.7191
Denali NP & PRES,Big Bend NP,0.7006,0.0833,0.8069,0.2142,0.1939,0.4516,0.5158,0.4256,0.8898,0.7384,0.2359,0.2255,0.2725
Denali NP & PRES,Biscayne NP,0.2928,0.1420,0.8633,0.2695,0.1903,0.5199,0.5314,0.4033,0.8857,0.7310,0.2348,0.2544,0.7031
Denali NP & PRES,Black Canyon of the Gunnison NP,0.2981,0.2722,0.8670,0.3205,0.2674,0.5163,0.5190,0.5305,0.8908,0.7314,0.2380,0.2728,0.7087
Denali NP & PRES,Bryce Canyon NP,0.7785,0.2031,0.8679,0.2793,0.1419,0.4158,0.3928,0.4902,0.8920,0.6649,0.1338,0.2608,0.7096
Denali NP & PRES,Canyonlands NP,0.5963,0.1186,0.8280,0.1994,0.1848,0.5870,0.4676,0.2960,0.8550,0.6791,0.0916,0.1459,0.6214
Denali NP & PRES,Capitol Reef NP,0.7303,0.2054,0.8645,0.2564,0.1208,0.4926,0.4884,0.5345,0.8909,0.7275,0.1538,0.2374,0.7032
Denali NP & PRES,Carlsbad Caverns NP,0.4899,0.0562,0.8592,0.2051,0.1034,0.4827,0.4973,0.3518,0.8806,0.7165,0.0966,0.1603,0.6902
Denali NP & PRES,Channel Islands NP,0.4518,0.2679,0.8701,0.3116,0.2798,0.6685,0.6095,0.4225,0.8903,0.7376,0.2381,0.2879,0.7142
