NPS Public Use Statistics Query Builder,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,
,,,,,,,,
Park,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,,RV Campers,Backcountry Campers
Congaree NP,2015,10,"4,158","14,534",0,,0,6
Congaree NP,2015,11,"8,935","30,306",0,,0,8
Congaree NP,2015,12,"6,545","20,955",0,,0,5
Congaree NP,2016,1,"6,850","21,891",0,,0,0
Congaree NP,2016,2,"6,556","26,109",0,,0,0
Congaree NP,2016,3,"19,387","79,682",0,,0,0
Congaree NP,2016,4,"14,227","56,002",0,,0,0
Congaree NP,2016,5,"16,201","66,263",0,,0,50
Congaree NP,2016,6,"13,592","48,437",0,,0,21
Congaree NP,2016,7,"8,229","30,427",0,,0,6
Congaree NP,2016,8,"11,052","39,176",0,,0,26
Congaree NP,2016,9,"11,646","45,538",0,,0,33
Congaree NP,2016,10,"12,749","48,546",0,,0,19
Congaree NP,2016,11,"10,792","52,375",0,,0,78
Congaree NP,2016,12,"12,562","47,926",0,,0,53
Congaree NP,2017,1,"7,458","32,593",0,,0,71
Congaree NP,2017,2,"13,388","60,343",0,,0,137
Congaree NP,2017,3,"21,778","100,894",0,,0,219
Congaree NP,2017,4,"18,696","85,687",0,,0,154
Congaree NP,2017,5,"18,947","81,662",0,,0,154
Congaree NP,2017,6,"14,104","58,231",0,,0,178
Congaree NP,2017,7,"10,278","39,313",0,,0,26
Congaree NP,2017,8,"13,638","56,154",0,,0,178
Congaree NP,2017,9,"7,821","33,984",0,,0,50
Congaree NP,2017,10,"11,712","56,016",0,,0,84
Congaree NP,2017,11,"13,307","60,142",0,,0,84
Congaree NP,2017,12,"8,468","38,564",0,,0,89
Congaree NP,2018,1,"7,186","29,458",0,,0,34
Congaree NP,2018,2,"11,166","52,279",0,,0,139
Congaree NP,2018,3,"21,238","96,635",0,,0,350
Congaree NP,2018,4,"14,186","71,938",0,,0,146
Congaree NP,2018,5,"22,489","89,667",0,,0,83
Congaree NP,2018,6,"13,120","54,020",0,,0,46
Congaree NP,2018,7,"10,544","37,531",0,,0,27
Congaree NP,2018,8,"12,348","45,263",0,,0,78
Congaree NP,2018,9,"5,675","22,504",0,,0,14
Congaree NP,2018,10,"8,870","41,471",0,,0,41
Congaree NP,2018,11,"9,691","48,113",0,,0,65
Congaree NP,2018,12,"9,416","33,768",0,,0,0
Crater Lake NP,2008,1,"12,451","45,554",0,,0,80
Crater Lake NP,2008,2,"13,386","49,737",0,,0,123
Crater Lake NP,2008,3,"2,661","14,623",0,,0,243
Crater Lake NP,2008,4,"26,931","96,768",0,,0,118
Crater Lake NP,2008,5,"20,379","74,151",0,,0,70
Crater Lake NP,2008,6,"48,406","269,503",0,,0,14
Crater Lake NP,2008,7,"95,659","745,882",688,,0,285
Crater Lake NP,2008,8,"102,700","834,105","1,168",,0,206
Crater Lake NP,2008,9,"59,111","428,692",895,,0,167
Crater Lake NP,2008,10,"23,117","107,276",0,,0,8
Crater Lake NP,2008,11,"6,964","24,796",0,,0,21
Crater Lake NP,2008,12,"3,921","14,129",0,,0,14
Crater Lake NP,2009,1,"6,283","24,257",0,,0,90
Crater Lake NP,2009,2,"5,796","21,923",0,,0,55
Crater Lake NP,2009,3,"6,622","26,876",0,,0,160
Crater Lake NP,2009,4,"10,818","40,688",0,,0,130
Crater Lake NP,2009,5,"25,533","100,145",0,,0,87
Crater Lake NP,2009,6,"61,929","387,193",0,,0,86
Crater Lake NP,2009,7,"108,906","856,514","1,133",,0,338
Crater Lake NP,2009,8,"108,605","904,241","2,913",,0,570
Crater Lake NP,2009,9,"72,444","513,958","1,030",,0,248
Crater Lake NP,2009,10,"27,380","121,069",0,,0,14
Crater Lake NP,2009,11,"7,975","28,411",0,,0,20
Crater Lake NP,2009,12,"4,225","16,064",0,,0,54
Crater Lake NP,2010,1,"5,822","22,298",0,,0,71
Crater Lake NP,2010,2,"6,319","24,699",0,,0,101
Crater Lake NP,2010,3,"9,465","35,450",0,,0,101
Crater Lake NP,2010,4,"7,509","29,482",0,,0,160
Crater Lake NP,2010,5,"25,586","110,999",0,,0,54
Crater Lake NP,2010,6,"62,567","353,284",0,,0,28
Crater Lake NP,2010,7,"116,691","889,419","1,620",,0,264
Crater Lake NP,2010,8,"90,827","841,703","2,875",,0,559
Crater Lake NP,2010,9,"79,222","537,349",985,,0,319
Crater Lake NP,2010,10,"30,803","154,160",298,,0,72
Crater Lake NP,2010,11,"8,807","31,084",0,,0,13
Crater Lake NP,2010,12,"4,701","17,913",0,,0,73
Crater Lake NP,2011,1,"6,358","24,913",0,,0,133
Crater Lake NP,2011,2,"6,312","24,593",0,,0,125
Crater Lake NP,2011,3,"4,392","19,192",0,,0,191
Crater Lake NP,2011,4,"8,174","31,991",0,,0,169
Crater Lake NP,2011,5,"18,618","87,644",0,,0,68
Crater Lake NP,2011,6,"44,118","258,377",0,,0,83
Crater Lake NP,2011,7,"109,974","833,239",298,,0,180
Crater Lake NP,2011,8,"112,491","903,912","2,715",,0,588
Crater Lake NP,2011,9,"79,495","558,455","1,153",,0,250
Crater Lake NP,2011,10,"28,060","138,571",75,,0,23
Crater Lake NP,2011,11,"5,559","20,158",0,,0,35
Crater Lake NP,2011,12,0,"1,600",0,,0,80
Crater Lake NP,2012,1,"7,969","29,953",0,,0,103
Crater Lake NP,2012,2,"5,629","21,422",0,,0,86
Crater Lake NP,2012,3,"4,680","19,902",0,,0,176
Crater Lake NP,2012,4,"27,921","100,844",0,,0,156
Crater Lake NP,2012,5,"20,402","103,923",0,,0,93
Crater Lake NP,2012,6,"55,678","349,580",0,,0,41
Crater Lake NP,2012,7,"111,194","897,035","1,262",,0,407
Crater Lake NP,2012,8,"109,410","920,688","3,012",,0,661
Crater Lake NP,2012,9,"79,574","602,689","2,178",,0,240
Crater Lake NP,2012,10,"24,794","112,779",75,,0,25
Crater Lake NP,2012,11,0,360,0,,0,18
Crater Lake NP,2012,12,0,"1,200",0,,0,60
Crater Lake NP,2013,1,"6,325","23,497",0,,0,68
Crater Lake NP,2013,2,"5,566","22,621",0,,0,157
Crater Lake NP,2013,3,"9,637","39,569",0,,0,292
Crater Lake NP,2013,4,"12,903","49,620",0,,0,223
Crater Lake NP,2013,5,"86,716","334,033",0,,0,8
Crater Lake NP,2013,6,"70,665","462,441",0,,0,189
Crater Lake NP,2013,7,"118,819","915,154",0,,0,771
Crater Lake NP,2013,8,"110,619","1,063,287",0,,0,755
Crater Lake NP,2013,9,"76,796","538,749",0,,0,393
Crater Lake NP,2013,10,"7,018","25,604",0,,0,52
Crater Lake NP,2013,11,"8,645","30,758",0,,0,25
Crater Lake NP,2013,12,"9,318","34,393",0,,0,89
Crater Lake NP,2014,1,"7,501","28,495",0,,0,112
Crater Lake NP,2014,2,"4,592","17,772",0,,0,85
Crater Lake NP,2014,3,"15,767","60,784",0,,0,280
Crater Lake NP,2014,4,"10,125","38,318",0,,0,144
Crater Lake NP,2014,5,"30,492","148,952",0,,0,181
Crater Lake NP,2014,6,"76,338","521,570",0,,0,153
Crater Lake NP,2014,7,"121,701","941,734","1,158",,0,811
Crater Lake NP,2014,8,"124,944","913,098",958,,0,675
Crater Lake NP,2014,9,"87,060","615,321",815,,0,225
Crater Lake NP,2014,10,"37,254","184,220",382,,0,38
Crater Lake NP,2014,11,"9,614","34,929",0,,0,64
Crater Lake NP,2014,12,"10,120","38,640",0,,0,161
Crater Lake NP,2015,1,"10,489","39,953",0,,0,162
Crater Lake NP,2015,2,"8,635","33,682",0,,0,173
Crater Lake NP,2015,3,"13,938","54,242",0,,0,273
Crater Lake NP,2015,4,"16,918","63,625",0,,0,171
Crater Lake NP,2015,5,"48,217","274,731",0,,0,224
Crater Lake NP,2015,6,"84,679","655,525","1,420",,0,291
Crater Lake NP,2015,7,"147,623","1,021,114","1,078",,0,690
Crater Lake NP,2015,8,"97,673","849,516","2,400",,0,552
Crater Lake NP,2015,9,"128,398","786,179","1,835",,0,261
Crater Lake NP,2015,10,"42,803","195,929",815,,0,191
Crater Lake NP,2015,11,"12,769","49,251",0,,0,228
Crater Lake NP,2015,12,"2,570","9,737",0,,0,37
Crater Lake NP,2016,1,"3,112","13,472",0,,0,129
Crater Lake NP,2016,2,"7,170","30,595",0,,0,275
Crater Lake NP,2016,3,"8,961","37,724",0,,0,318
Crater Lake NP,2016,4,"20,389","76,082",0,,0,236
Crater Lake NP,2016,5,"40,627","178,674",0,,0,172
Crater Lake NP,2016,6,"122,905","687,915",0,,0,266
Crater Lake NP,2016,7,"190,231","1,170,959","1,300",,0,"1,099"
Crater Lake NP,2016,8,"176,895","1,129,165","2,250",,0,"1,102"
Crater Lake NP,2016,9,"131,760","849,996","2,070",,0,728
Crater Lake NP,2016,10,"38,985","221,555",660,,0,63
Crater Lake NP,2016,11,"10,325","38,577",0,,0,122
Crater Lake NP,2016,12,"4,984","21,364",0,,0,196
Crater Lake NP,2017,1,"1,935","9,014",0,,0,112
Crater Lake NP,2017,2,"1,402","8,106",0,,0,160
Crater Lake NP,2017,3,"8,716","37,045",0,,0,327
Crater Lake NP,2017,4,"15,043","58,332",0,,0,284
Crater Lake NP,2017,5,"38,145","172,627",0,,0,184
Crater Lake NP,2017,6,"136,567","639,212",0,,0,221
Crater Lake NP,2017,7,"208,237","1,192,082",582,,0,721
Crater Lake NP,2017,8,"157,429","988,500","2,072",,0,400
Crater Lake NP,2017,9,"84,340","497,900","1,588",,0,133
Crater Lake NP,2017,10,"41,231","178,506",75,,0,58
Crater Lake NP,2017,11,"9,687","34,666",0,,0,38
Crater Lake NP,2017,12,"9,017","35,819",0,,0,213
Crater Lake NP,2018,1,"9,220","35,209",0,,0,147
Crater Lake NP,2018,2,"8,000","31,881",0,,0,194
Crater Lake NP,2018,3,"11,143","45,861",0,,0,343
Crater Lake NP,2018,4,"19,790","73,386",0,,0,206
Crater Lake NP,2018,5,"52,298","229,860",0,,0,155
Crater Lake NP,2018,6,"110,842","639,914",0,,0,297
Crater Lake NP,2018,7,"179,570","1,116,978","2,725",,0,408
Crater Lake NP,2018,8,"134,628","879,672","2,052",,0,325
Crater Lake NP,2018,9,"110,911","719,155","1,962",,0,257
Crater Lake NP,2018,10,"58,308","238,862",0,,0,136
Crater Lake NP,2018,11,"21,309","75,702",0,,0,56
Crater Lake NP,2018,12,"4,640","17,440",0,,0,60
Cuyahoga Valley NP,2008,1,"102,496","207,061",0,,0,0
Cuyahoga Valley NP,2008,2,"161,192","327,144",0,,0,0
Cuyahoga Valley NP,2008,3,"111,166","302,886",0,,0,0
Cuyahoga Valley NP,2008,4,"186,788","387,533",0,,0,0
Cuyahoga Valley NP,2008,5,"203,352","946,988",0,,0,0
Cuyahoga Valley NP,2008,6,"361,457","918,977",0,,0,0
Cuyahoga Valley NP,2008,7,"427,995","980,311",0,,0,0
Cuyahoga Valley NP,2008,8,"422,704","1,087,357",0,,0,0
Cuyahoga Valley NP,2008,9,"256,417","752,133",0,,0,0
Cuyahoga Valley NP,2008,10,"309,012","902,199",0,,0,0
Cuyahoga Valley NP,2008,11,"140,200","384,116",0,,0,0
Cuyahoga Valley NP,2008,12,"145,454","435,347",0,,0,0
Cuyahoga Valley NP,2009,1,"103,680","189,473",0,,0,0
Cuyahoga Valley NP,2009,2,"95,854","210,375",0,,0,0
Cuyahoga Valley NP,2009,3,"125,105","348,622",0,,0,0
Cuyahoga Valley NP,2009,4,"257,775","503,485",0,,0,0
Cuyahoga Valley NP,2009,5,"235,029","1,077,623",0,,0,0
Cuyahoga Valley NP,2009,6,"297,327","816,621",0,,0,0
Cuyahoga Valley NP,2009,7,"347,105","774,893",0,,0,0
Cuyahoga Valley NP,2009,8,"309,167","781,508",0,,0,0
Cuyahoga Valley NP,2009,9,"250,824","736,376",0,,0,0
Cuyahoga Valley NP,2009,10,"278,090","787,575",0,,0,0
Cuyahoga Valley NP,2009,11,"172,849","439,344",0,,0,0
Cuyahoga Valley NP,2009,12,"116,483","364,385",0,,0,0
Cuyahoga Valley NP,2010,1,"108,972","179,716",0,,0,0
Cuyahoga Valley NP,2010,2,"80,931","157,478",0,,0,0
Cuyahoga Valley NP,2010,3,"155,486","423,135",0,,0,0
Cuyahoga Valley NP,2010,4,"238,394","458,863",0,,0,0
Cuyahoga Valley NP,2010,5,"309,477","1,421,907",0,,0,0
Cuyahoga Valley NP,2010,6,"273,111","742,998",0,,0,0
Cuyahoga Valley NP,2010,7,"271,603","720,245",0,,0,0
Cuyahoga Valley NP,2010,8,"304,191","861,269",0,,0,0
Cuyahoga Valley NP,2010,9,"254,221","796,139",0,,0,0
Cuyahoga Valley NP,2010,10,"258,050","829,629",0,,0,0
Cuyahoga Valley NP,2010,11,"117,910","348,139",0,,0,0
Cuyahoga Valley NP,2010,12,"120,324","391,683",0,,0,0
Cuyahoga Valley NP,2011,1,"81,375","158,552",0,,0,0
Cuyahoga Valley NP,2011,2,"85,897","170,144",0,,0,0
Cuyahoga Valley NP,2011,3,"80,347","207,355",0,,0,0
Cuyahoga Valley NP,2011,4,"147,180","335,724",0,,0,0
Cuyahoga Valley NP,2011,5,"266,216","1,235,581",0,,0,0
Cuyahoga Valley NP,2011,6,"256,025","742,079",0,,0,0
Cuyahoga Valley NP,2011,7,"283,279","671,544",0,,0,0
Cuyahoga Valley NP,2011,8,"294,445","834,335",0,,0,0
Cuyahoga Valley NP,2011,9,"199,990","664,818",0,,0,0
Cuyahoga Valley NP,2011,10,"225,421","728,344",0,,0,0
Cuyahoga Valley NP,2011,11,"126,099","362,260",0,,0,0
Cuyahoga Valley NP,2011,12,"114,911","387,099",0,,0,0
Cuyahoga Valley NP,2012,1,"86,320","173,662",0,,0,0
Cuyahoga Valley NP,2012,2,"90,599","194,594",0,,0,0
Cuyahoga Valley NP,2012,3,"149,846","421,061",0,,0,0
Cuyahoga Valley NP,2012,4,"194,132","442,776",0,,0,0
Cuyahoga Valley NP,2012,5,"257,820","1,197,141",0,,0,0
Cuyahoga Valley NP,2012,6,"272,900","813,208",0,,0,0
Cuyahoga Valley NP,2012,7,"290,576","791,516",0,,0,0
Cuyahoga Valley NP,2012,8,"282,757","817,037",0,,0,0
Cuyahoga Valley NP,2012,9,"236,390","772,916",0,,0,0
Cuyahoga Valley NP,2012,10,"203,339","660,988",0,,0,0
Cuyahoga Valley NP,2012,11,"122,400","362,979",0,,0,0
Cuyahoga Valley NP,2012,12,"112,643","377,678",0,,0,0
Cuyahoga Valley NP,2013,1,"84,333","171,026",0,,0,0
Cuyahoga Valley NP,2013,2,"78,012","170,591",0,,0,0
Cuyahoga Valley NP,2013,3,"104,524","302,931",0,,0,0
Cuyahoga Valley NP,2013,4,"181,602","397,693",0,,0,0
Cuyahoga Valley NP,2013,5,"260,588","1,212,886",0,,0,0
Cuyahoga Valley NP,2013,6,"260,571","792,937",0,,0,0
Cuyahoga Valley NP,2013,7,"289,470","756,156",0,,0,0
Cuyahoga Valley NP,2013,8,"282,907","808,243",0,,0,0
Cuyahoga Valley NP,2013,9,"239,958","788,513",0,,0,0
Cuyahoga Valley NP,2013,10,"78,947","261,422",0,,0,0
Cuyahoga Valley NP,2013,11,"125,141","367,264",0,,0,0
Cuyahoga Valley NP,2013,12,"116,957","392,765",0,,0,0
Cuyahoga Valley NP,2014,1,"89,704","177,277",0,,0,0
Cuyahoga Valley NP,2014,2,"81,166","178,663",0,,0,0
Cuyahoga Valley NP,2014,3,"98,108","269,792",0,,0,0
Cuyahoga Valley NP,2014,4,"198,023","433,523",0,,0,0
Cuyahoga Valley NP,2014,5,"245,144","1,133,890",0,,0,0
Cuyahoga Valley NP,2014,6,"246,874","705,182",0,,0,0
Cuyahoga Valley NP,2014,7,"286,307","750,780",0,,0,0
Cuyahoga Valley NP,2014,8,"273,080","771,546",0,,0,0
Cuyahoga Valley NP,2014,9,"221,783","701,954",0,,0,0
Cuyahoga Valley NP,2014,10,"228,171","739,144",0,,0,0
Cuyahoga Valley NP,2014,11,"109,529","329,444",0,,0,0
Cuyahoga Valley NP,2014,12,"111,960","382,542",0,,0,0
Cuyahoga Valley NP,2015,1,"76,795","157,965",0,,0,0
Cuyahoga Valley NP,2015,2,"72,272","154,747",0,,0,0
Cuyahoga Valley NP,2015,3,"105,883","285,060",0,,0,0
Cuyahoga Valley NP,2015,4,"210,102","464,098",0,,0,0
Cuyahoga Valley NP,2015,5,"283,076","1,284,287",0,,0,0
Cuyahoga Valley NP,2015,6,"250,161","697,383",0,,0,0
Cuyahoga Valley NP,2015,7,"319,145","805,479",0,,0,0
Cuyahoga Valley NP,2015,8,"287,975","809,100",0,,0,0
Cuyahoga Valley NP,2015,9,"206,668","658,351",0,,0,0
Cuyahoga Valley NP,2015,10,"227,876","719,803",0,,0,0
Cuyahoga Valley NP,2015,11,"129,512","374,989",0,,0,0
Cuyahoga Valley NP,2015,12,"115,147","387,093",0,,0,0
Cuyahoga Valley NP,2016,1,"85,195","174,965",0,,0,0
Cuyahoga Valley NP,2016,2,"83,784","186,962",0,,0,0
Cuyahoga Valley NP,2016,3,"104,225","295,253",0,,0,0
Cuyahoga Valley NP,2016,4,"171,879","374,110",0,,0,0
Cuyahoga Valley NP,2016,5,"255,362","1,166,187",0,,0,0
Cuyahoga Valley NP,2016,6,"306,943","826,079",0,,0,0
Cuyahoga Valley NP,2016,7,"335,174","841,880",0,,0,0
Cuyahoga Valley NP,2016,8,"332,781","920,889",0,,0,0
Cuyahoga Valley NP,2016,9,"236,792","750,617",0,,0,0
Cuyahoga Valley NP,2016,10,"245,369","764,217",0,,0,0
Cuyahoga Valley NP,2016,11,"149,398","430,632",0,,0,0
Cuyahoga Valley NP,2016,12,"116,488","367,663",0,,0,0
Cuyahoga Valley NP,2017,1,"94,019","192,582",0,,0,0
Cuyahoga Valley NP,2017,2,"90,987","202,477",0,,0,0
Cuyahoga Valley NP,2017,3,"110,435","301,761",0,,0,0
Cuyahoga Valley NP,2017,4,"181,533","386,067",0,,0,0
Cuyahoga Valley NP,2017,5,"242,698","1,094,714",0,,0,0
Cuyahoga Valley NP,2017,6,"247,225","653,038",0,,0,0
Cuyahoga Valley NP,2017,7,"282,963","658,849",0,,0,0
Cuyahoga Valley NP,2017,8,"284,709","748,113",0,,0,0
Cuyahoga Valley NP,2017,9,"254,864","773,587",0,,0,0
Cuyahoga Valley NP,2017,10,"189,704","603,359",0,,0,0
Cuyahoga Valley NP,2017,11,"141,098","421,201",0,,0,0
Cuyahoga Valley NP,2017,12,"106,644","353,333",0,,0,0
Cuyahoga Valley NP,2018,1,"87,889","174,800",0,,0,0
Cuyahoga Valley NP,2018,2,"85,669","179,702",0,,0,0
Cuyahoga Valley NP,2018,3,"105,152","306,361",0,,0,0
Cuyahoga Valley NP,2018,4,"144,536","348,039",0,,0,0
Cuyahoga Valley NP,2018,5,"246,129","1,115,654",0,,0,0
Cuyahoga Valley NP,2018,6,"228,620","598,039",0,,0,0
Cuyahoga Valley NP,2018,7,"298,486","769,673",0,,0,0
Cuyahoga Valley NP,2018,8,"250,311","723,079",0,,0,0
Cuyahoga Valley NP,2018,9,"192,662","567,090",0,,0,0
Cuyahoga Valley NP,2018,10,"209,344","696,560",0,,0,0
Cuyahoga Valley NP,2018,11,"136,691","418,586",0,,0,0
Cuyahoga Valley NP,2018,12,"110,564","369,221",0,,0,0
Death Valley NP,2008,1,"22,274","314,618","4,774",,"8,838",0
Death Valley NP,2008,2,"33,008","490,672","6,323",,"16,672",0
Death Valley NP,2008,3,"108,197","1,147,515","17,142",,"23,363",0
Death Valley NP,2008,4,"76,141","579,011","5,280",,"5,046",0
Death Valley NP,2008,5,"83,457","485,245","1,002",,211,0
Death Valley NP,2008,6,"65,350","381,217",314,,51,0
Death Valley NP,2008,7,"107,479","628,171",678,,218,0
Death Valley NP,2008,8,"114,524","671,308",579,,118,0
Death Valley NP,2008,9,"109,326","625,080","1,290",,397,0
Death Valley NP,2008,10,"71,902","534,388","2,605",,"6,826",0
Death Valley NP,2008,11,"51,181","678,109","6,000",,"23,798",0
Death Valley NP,2008,12,"29,099","360,140","4,864",,"7,066",0
Death Valley NP,2009,1,"46,010","471,398","5,766",,"9,654",0
Death Valley NP,2009,2,"45,168","524,590","5,914",,"13,962",0
Death Valley NP,2009,3,"92,935","1,064,375","13,910",,"27,293",0
Death Valley NP,2009,4,"68,675","560,826","6,090",,"5,229",0
Death Valley NP,2009,5,"64,187","388,378","1,485",,243,0
Death Valley NP,2009,6,"94,520","558,415","1,018",,93,0
Death Valley NP,2009,7,"59,806","378,623",986,,221,0
Death Valley NP,2009,8,"103,181","618,922",976,,112,0
Death Valley NP,2009,9,"90,401","524,138",723,,394,0
Death Valley NP,2009,10,"75,587","638,361","5,030",,"11,862",0
Death Valley NP,2009,11,"62,533","794,492","8,512",,"25,821",0
Death Valley NP,2009,12,"25,571","333,269","5,437",,"7,229",0
Death Valley NP,2010,1,"54,678","513,857","8,614",,"7,187",0
Death Valley NP,2010,2,"79,196","747,366","9,958",,"12,912",0
Death Valley NP,2010,3,"133,300","1,308,593","16,074",,"26,902",0
Death Valley NP,2010,4,"158,319","1,164,751","9,533",,"10,314",0
Death Valley NP,2010,5,"63,622","379,025","1,866",,339,0
Death Valley NP,2010,6,"98,967","580,409","1,274",,77,0
Death Valley NP,2010,7,"103,919","618,507",790,,61,0
Death Valley NP,2010,8,"65,201","383,417","1,354",,240,0
Death Valley NP,2010,9,"92,876","550,408","1,450",,400,0
Death Valley NP,2010,10,"47,898","425,998","4,218",,"8,739",0
Death Valley NP,2010,11,"59,756","820,535","8,877",,"29,056",0
Death Valley NP,2010,12,"27,043","330,477","6,214",,"6,493",0
Death Valley NP,2011,1,"53,158","509,113","5,718",,"9,814",0
Death Valley NP,2011,2,"75,164","751,560","7,722",,"16,634",0
Death Valley NP,2011,3,"87,843","988,617","14,941",,"23,066",0
Death Valley NP,2011,4,"155,234","1,072,403","6,691",,"6,547",0
Death Valley NP,2011,5,"63,296","389,827","1,430",,205,0
Death Valley NP,2011,6,"92,244","572,746","1,530",,333,0
Death Valley NP,2011,7,"107,539","640,440",778,,26,0
Death Valley NP,2011,8,"73,237","452,080",854,,448,0
Death Valley NP,2011,9,"98,093","575,041","1,277",,192,0
Death Valley NP,2011,10,"50,717","452,473","6,096",,"6,605",0
Death Valley NP,2011,11,"58,123","810,925","7,504",,"29,603",0
Death Valley NP,2011,12,"32,219","429,643","10,301",,"7,283",0
Death Valley NP,2012,1,"61,713","589,817","6,765",,"10,746",0
Death Valley NP,2012,2,"64,439","643,211","2,403",,"18,288",0
Death Valley NP,2012,3,"85,680","876,131","14,099",,"15,520",0
Death Valley NP,2012,4,"96,944","651,546","2,125",,"3,725",0
Death Valley NP,2012,5,"81,636","469,352",813,,42,0
Death Valley NP,2012,6,"70,245","404,489",522,,10,0
Death Valley NP,2012,7,"97,488","585,277",304,,10,0
Death Valley NP,2012,8,"116,560","692,836",442,,10,0
Death Valley NP,2012,9,"106,510","614,314",714,,19,0
Death Valley NP,2012,10,"61,723","432,760","3,123",,"3,043",0
Death Valley NP,2012,11,"76,490","817,176","8,339",,"21,565",0
Death Valley NP,2012,12,"65,140","527,881","5,510",,"5,360",0
Death Valley NP,2013,1,"60,868","517,898","5,888",,"8,890",0
Death Valley NP,2013,2,"69,596","677,008","7,824",,"15,366",0
Death Valley NP,2013,3,"104,159","989,331","14,243",,"18,186",0
Death Valley NP,2013,4,"99,741","741,573","6,938",,"7,130",0
Death Valley NP,2013,5,"93,874","538,611","1,475",,"1,190",0
Death Valley NP,2013,6,"74,910","434,090","1,066",,688,0
Death Valley NP,2013,7,"80,393","455,366",13,,51,0
Death Valley NP,2013,8,"90,631","509,685",54,,106,0
Death Valley NP,2013,9,"94,989","517,910",454,,0,0
Death Valley NP,2013,10,"68,345","442,050","1,280",,"3,376",0
Death Valley NP,2013,11,"65,899","611,263","9,299",,"9,728",0
Death Valley NP,2013,12,"48,567","424,684","5,405",,"6,611",0
Death Valley NP,2014,1,"59,718","506,099","6,646",,"6,506",0
Death Valley NP,2014,2,"66,371","662,128","9,309",,"13,942",0
Death Valley NP,2014,3,"90,386","734,719","8,509",,"9,533",0
Death Valley NP,2014,4,"107,089","745,189","5,043",,"4,202",0
Death Valley NP,2014,5,"122,761","742,768","1,491",,"1,834",0
Death Valley NP,2014,6,"81,146","468,921",704,,230,0
Death Valley NP,2014,7,"79,329","457,134",707,,80,0
Death Valley NP,2014,8,"123,363","700,039",576,,205,0
Death Valley NP,2014,9,"110,593","611,969",518,,403,0
Death Valley NP,2014,10,"96,526","617,926","3,658",,"4,096",0
Death Valley NP,2014,11,"80,573","769,382","8,301",,"17,302",0
Death Valley NP,2014,12,"83,457","682,678","8,406",,"9,082",0
Death Valley NP,2015,1,"79,547","696,533","7,760",,"11,536",0
Death Valley NP,2015,2,"75,606","765,419","10,330",,"16,528",0
Death Valley NP,2015,3,"109,421","815,589","9,181",,"5,888",0
Death Valley NP,2015,4,"107,352","765,671","5,248",,"4,707",0
Death Valley NP,2015,5,"122,137","759,958","2,474",,"1,907",0
Death Valley NP,2015,6,"95,496","538,957",739,,304,0
Death Valley NP,2015,7,"113,672","646,653",509,,106,0
Death Valley NP,2015,8,"111,467","651,031",880,,442,0
Death Valley NP,2015,9,"88,005","497,802","1,760",,752,0
Death Valley NP,2015,10,"102,672","639,351","3,363",,"3,306",0
Death Valley NP,2015,11,"73,477","754,935","13,802",,"13,926",0
Death Valley NP,2015,12,"75,991","623,400","8,672",,"7,043",0
Death Valley NP,2016,1,"69,229","605,383","7,504",,"9,814",0
Death Valley NP,2016,2,"93,970","1,014,819","17,770",,"21,651",0
Death Valley NP,2016,3,"209,282","1,856,770","24,966",,"30,723",0
